PetType_1,PetType_2,Breed_1,Breed_2,Breed_3,AgeMonths,Color_1,Color_2,Color_3,Size_1,Size_2,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
0,0,0,0,0,135,0,0,0,0,1,13.258374516288011,1,0,61,160,1,1
1,0,1,1,0,21,1,0,0,0,0,6.82543822406662,1,0,50,86,1,1
0,0,0,0,0,20,0,1,0,1,0,9.865361938504169,1,0,59,308,0,1
1,0,0,1,0,154,1,0,0,0,0,16.210516652350314,0,1,20,488,0,0
1,0,0,1,1,127,1,0,0,0,1,19.90417471578057,1,0,36,225,1,1
1,0,1,1,0,68,0,0,1,1,0,23.605007489651324,1,1,15,144,0,0
1,1,1,0,0,110,0,1,0,0,1,23.247950835022763,0,0,62,344,1,0
1,0,0,1,1,116,0,0,0,0,0,29.207973554571474,1,0,3,247,0,1
1,1,1,0,0,143,1,0,0,0,1,9.289402011238874,1,0,5,361,0,1
1,1,1,0,0,120,0,0,1,0,1,3.062210538189667,1,0,56,5,0,1
0,0,0,0,0,79,0,1,0,1,0,11.02405113071392,1,0,31,30,0,0
1,0,0,1,1,116,0,1,0,0,1,22.555539781498222,1,0,86,196,0,1
0,1,0,0,1,92,0,1,1,0,1,13.70523787996556,1,0,35,231,0,1
1,1,1,0,0,14,0,1,1,0,1,24.715864487093164,1,0,71,295,0,1
1,0,1,1,0,155,1,0,0,1,0,16.930464590394436,1,0,70,413,0,0
0,1,0,0,1,125,0,1,1,0,0,27.963959956284587,1,0,26,324,0,0
0,0,0,0,0,168,1,0,0,0,0,28.488039817972997,1,0,1,459,0,0
0,1,0,0,1,58,0,0,0,0,1,3.0098306745437124,1,1,83,134,1,0
0,0,0,0,0,28,1,0,0,1,0,14.235989751660306,1,0,7,492,0,0
1,1,1,0,1,26,0,1,1,0,1,18.68098277623747,1,0,36,12,0,1
1,1,1,0,1,113,0,0,0,0,0,8.42030368355417,1,0,76,496,1,0
1,1,1,0,0,66,0,1,1,1,0,12.805226601990427,1,1,84,3,1,0
0,0,0,0,0,153,1,0,0,0,0,20.65276469241325,1,0,87,177,0,0
1,1,1,0,1,131,0,0,1,0,0,7.575292580052482,1,0,25,233,1,0
1,0,1,1,0,44,0,1,0,1,0,18.45745923625912,1,0,59,258,0,0
0,1,0,0,1,97,0,1,1,1,0,21.225987016764876,1,0,61,139,0,0
1,0,1,1,0,42,1,0,0,0,1,3.624393021780136,1,0,29,64,0,1
1,1,1,0,0,6,0,0,0,0,1,15.42835016479613,1,0,18,282,0,1
1,0,0,1,1,167,0,1,1,0,0,8.629320867801532,1,1,41,362,1,0
0,1,0,0,1,23,0,1,1,1,0,22.00720432394329,0,0,19,305,1,0
0,0,0,0,0,89,0,1,0,1,0,6.497109747571274,1,0,4,204,1,0
0,0,0,0,0,123,1,0,0,0,1,26.874899550605086,1,0,65,16,1,1
0,0,0,0,0,178,0,0,1,0,0,13.49729875903148,1,0,41,199,0,0
0,0,0,0,0,171,0,0,0,0,0,6.742087878919052,1,0,15,31,0,0
1,0,0,1,1,147,1,0,0,0,1,13.70263209415955,1,0,54,211,1,1
1,1,1,0,1,51,0,0,0,1,0,12.853569121447308,1,0,64,434,1,0
0,0,0,0,0,11,0,1,1,0,1,13.438649825317599,1,0,72,272,1,1
0,0,0,0,0,12,0,1,0,0,1,17.98127751142596,0,0,15,289,1,1
0,0,0,0,0,74,0,1,0,0,1,16.114038022492586,1,0,79,290,0,1
1,1,1,0,1,8,0,0,1,0,1,5.343536818746178,1,0,50,482,1,1
0,1,0,0,1,152,0,1,0,1,0,2.901793106752453,1,0,22,485,1,0
1,1,1,0,1,41,0,1,1,0,1,22.153048013069675,0,0,18,233,1,0
1,1,1,0,1,164,0,0,1,1,0,17.231805641921092,0,0,80,407,0,0
1,1,1,0,1,85,1,0,0,0,1,11.411022274298649,1,0,2,181,0,1
0,0,0,0,0,72,0,1,0,0,0,24.44237685244414,0,0,36,145,0,0
0,0,0,0,0,55,0,0,1,1,0,12.253695753567753,0,0,20,49,0,0
0,0,0,0,0,137,0,1,1,0,0,24.082987598417617,0,0,16,429,0,0
0,0,0,0,0,47,0,0,0,0,1,9.866927697858866,1,1,67,431,0,0
1,1,1,0,1,143,0,0,0,0,1,3.1125136288107926,1,0,30,102,0,1
1,0,1,1,0,176,0,1,1,0,1,28.046551120197943,0,0,55,32,0,0
1,0,0,1,0,104,0,1,1,1,0,12.441982749159822,0,0,66,496,0,0
0,1,0,0,1,42,0,0,0,0,0,23.98808461263196,1,0,26,470,0,0
1,1,1,0,0,60,0,0,1,1,0,9.09517986344683,1,1,57,88,0,0
1,1,1,0,0,12,0,0,0,1,0,19.744588251586023,0,0,69,484,0,0
1,0,0,1,1,130,0,1,1,0,1,26.32601532447412,1,0,2,410,0,1
1,0,1,1,0,7,0,1,0,0,0,2.2076766478594294,1,0,56,384,0,1
0,1,0,0,1,80,1,0,0,0,1,25.088437175896587,1,1,84,340,0,0
1,0,1,1,0,131,0,1,0,1,0,17.56865714418593,1,0,62,314,0,0
1,0,0,1,1,109,0,1,0,0,1,18.616680863348506,1,1,34,240,1,1
1,1,1,0,1,3,0,1,1,0,0,16.171582023373496,1,0,56,265,0,1
1,0,1,1,0,27,0,0,0,0,1,26.35977799522563,1,0,55,222,0,1
1,0,1,1,0,114,0,0,1,0,0,2.259567359833486,1,0,20,235,1,0
0,0,0,0,0,107,0,1,0,0,0,8.569823354539595,1,1,50,152,0,0
0,0,0,0,0,40,0,0,0,0,1,26.397113626915505,1,1,25,467,1,0
0,1,0,0,1,161,0,0,1,1,0,22.818025373426725,1,0,84,56,1,0
0,0,0,0,0,129,0,1,0,0,1,1.5117096451795695,1,0,25,321,0,1
0,0,0,0,0,8,0,0,1,1,0,15.993182213081552,0,0,53,374,0,0
0,0,0,0,0,101,0,0,0,1,0,16.357607740667568,1,0,14,111,0,0
1,0,0,1,0,160,1,0,0,0,1,12.6255819187094,0,0,60,14,0,0
0,0,0,0,0,124,0,0,0,1,0,9.6244066297977,0,0,43,411,0,0
0,1,0,0,1,176,0,1,1,1,0,20.770020661957922,0,0,62,268,0,0
0,0,0,0,0,107,0,0,1,0,1,7.02592347643786,1,0,76,113,1,1
0,0,0,0,0,101,1,0,0,0,1,24.169508300079475,0,0,69,251,0,0
1,1,1,0,1,4,0,0,1,0,1,24.288077662256683,1,0,63,499,0,1
0,1,0,0,1,110,0,0,1,1,0,13.042581689611795,1,1,2,373,0,0
0,1,0,0,1,19,0,1,0,0,0,9.222892316379783,1,0,54,141,0,1
0,1,0,0,1,32,0,1,1,1,0,9.232467266130683,1,0,16,113,0,0
0,1,0,0,1,137,0,0,1,0,0,14.986448395890093,1,0,55,449,0,0
0,1,0,0,1,12,0,0,0,0,1,21.867797517731404,1,0,43,289,0,1
1,0,0,1,0,139,0,0,0,0,0,11.407192038821904,1,0,61,482,1,0
0,1,0,0,1,46,0,1,0,0,1,18.691257018274793,1,0,38,356,0,1
0,0,0,0,0,119,0,1,1,0,1,12.092049356895236,1,0,45,24,0,1
0,0,0,0,0,16,0,1,1,0,0,9.831172485390116,1,1,51,367,0,0
1,0,1,1,0,129,0,0,0,0,1,1.7209259615580308,1,0,42,309,0,1
1,0,1,1,0,63,1,0,0,0,0,1.1135090663263285,0,0,24,254,0,0
0,0,0,0,0,109,0,1,0,0,1,7.58902265712813,1,1,30,462,1,0
0,0,0,0,0,119,0,1,0,1,0,12.785782317228868,1,0,37,267,1,0
1,0,0,1,1,21,0,0,0,1,0,25.68657385349975,1,0,53,125,0,1
1,1,1,0,1,158,0,0,0,0,1,24.156043044982336,1,1,63,392,0,0
1,1,1,0,0,13,1,0,0,0,1,8.747792615051708,1,0,11,249,0,1
1,1,1,0,0,162,1,0,0,0,0,8.09167284654468,1,0,78,286,0,0
1,1,1,0,0,4,0,1,1,1,0,7.592340061030796,0,1,23,333,0,0
1,0,0,1,1,156,0,1,0,0,0,10.837882875337144,0,0,80,476,0,0
0,1,0,0,1,102,0,1,0,0,1,15.447762867288876,0,1,50,52,0,0
1,1,1,0,1,59,0,0,0,0,1,13.72136538891569,1,0,85,367,0,1
1,1,1,0,0,128,0,1,1,0,0,7.329922764663319,1,0,55,42,1,0
1,1,1,0,1,27,0,1,0,0,1,4.783090888364923,1,0,55,165,1,1
1,0,0,1,0,69,0,1,1,1,0,1.3647565620996662,1,1,4,41,0,0
1,0,1,1,0,25,0,1,1,0,0,5.464933921328612,1,0,54,379,0,0
1,0,0,1,0,131,0,0,0,1,0,21.455334735629428,1,0,61,455,1,0
1,0,1,1,0,97,0,1,1,1,0,8.065518511021905,1,0,78,175,0,0
0,0,0,0,0,25,1,0,0,1,0,14.589452493523785,1,0,83,66,1,0
0,1,0,0,1,148,1,0,0,0,0,18.147733318774097,1,0,5,65,0,0
1,1,1,0,0,162,0,0,1,0,1,26.718386182116607,0,1,18,399,0,0
0,0,0,0,0,154,0,0,0,1,0,26.776797853409164,1,0,44,82,0,0
0,1,0,0,1,126,0,0,1,1,0,22.62627827675941,1,0,31,349,1,0
1,0,0,1,1,133,1,0,0,1,0,2.019552769406541,0,0,21,104,0,0
1,1,1,0,1,9,0,0,1,0,1,17.677042153477032,1,0,47,399,0,1
1,0,0,1,1,116,0,0,0,0,1,23.810920654113687,1,0,30,286,0,1
0,0,0,0,0,178,0,0,0,0,0,1.501353298137533,1,0,55,373,1,0
1,0,0,1,0,134,0,1,1,0,1,16.94085379604077,0,0,68,185,1,0
0,0,0,0,0,60,0,1,0,0,0,25.875160227794854,1,0,69,283,1,0
0,0,0,0,0,172,0,1,1,0,0,14.748960199425742,1,0,41,3,1,0
0,1,0,0,1,121,0,0,0,0,0,1.119079884026005,0,0,45,137,0,0
1,1,1,0,1,139,1,0,0,0,0,1.3193873917326164,1,0,74,178,0,0
1,1,1,0,1,175,1,0,0,0,0,13.082445084998765,0,1,80,236,0,0
0,0,0,0,0,108,0,1,1,1,0,5.495251355085882,0,0,30,17,0,0
1,1,1,0,1,108,0,0,0,0,1,20.269069055704527,0,0,77,302,1,0
1,1,1,0,0,131,1,0,0,1,0,21.555178682278466,0,0,85,415,1,0
1,1,1,0,1,76,0,0,0,0,0,6.15851406835823,1,0,45,413,0,0
0,0,0,0,0,30,1,0,0,0,1,26.76746536721006,0,0,45,419,0,0
0,1,0,0,1,21,0,0,0,1,0,13.81532750438885,1,0,79,8,1,1
0,0,0,0,0,156,0,0,1,1,0,5.142531320165788,1,0,84,419,0,0
0,0,0,0,0,161,0,0,0,0,0,23.16329634401247,1,0,84,28,0,0
0,0,0,0,0,163,0,0,0,1,0,23.90926050048641,1,0,45,143,0,0
0,0,0,0,0,34,0,1,1,1,0,19.53956870729827,1,0,55,347,0,0
0,0,0,0,0,41,0,0,1,1,0,25.750501042874042,1,0,59,148,0,0
1,1,1,0,0,51,0,1,0,1,0,22.38381618888947,0,0,5,63,0,0
0,0,0,0,0,175,0,1,1,1,0,26.583966379582726,1,0,32,366,0,0
0,1,0,0,1,82,0,1,0,0,0,13.582753406078904,1,1,6,449,1,0
1,0,1,1,0,58,1,0,0,0,0,22.68031671488383,1,1,26,379,0,0
1,1,1,0,1,75,0,1,0,1,0,29.992795339442285,0,0,37,186,0,0
0,0,0,0,0,23,0,0,0,0,0,22.02300472806896,1,0,13,365,1,1
0,0,0,0,0,176,0,1,0,0,0,4.311329626876833,1,0,69,226,0,0
0,0,0,0,0,128,0,1,1,0,1,16.031242950446305,1,0,25,117,0,1
0,1,0,0,1,150,0,1,1,1,0,18.03308594604781,1,0,13,411,1,0
1,0,0,1,0,17,0,1,0,0,0,6.052109577070339,0,1,88,438,0,0
1,0,1,1,0,69,0,1,1,0,0,28.92385739116309,1,0,20,355,1,0
0,0,0,0,0,108,0,1,1,1,0,6.091813551403873,0,1,72,253,0,0
1,0,0,1,1,139,0,1,0,0,1,6.14917967168346,0,0,60,30,0,1
0,0,0,0,0,94,0,0,1,1,0,27.539847001262093,1,0,73,160,0,0
1,1,1,0,1,15,0,0,1,0,1,14.49095756052846,0,0,21,214,0,1
1,1,1,0,1,91,1,0,0,1,0,2.83246009896097,0,1,61,443,1,0
1,0,0,1,1,163,0,1,1,1,0,18.347437498217328,0,0,84,168,0,0
1,0,0,1,1,33,0,1,0,1,0,18.452964110358387,1,0,79,80,1,1
0,1,0,0,1,125,0,1,1,1,0,2.870522001910292,1,1,26,45,1,0
1,1,1,0,0,16,0,0,0,0,1,29.2031523733762,1,0,54,48,0,1
1,0,0,1,1,162,0,1,1,0,1,16.776868993542692,1,0,42,448,1,1
1,1,1,0,0,66,0,1,1,0,0,17.234075943213163,0,0,11,297,0,0
0,1,0,0,1,168,0,0,1,1,0,16.08334702056944,1,0,37,406,0,0
0,0,0,0,0,156,0,1,0,0,1,18.71122160969398,1,0,11,367,1,1
1,1,1,0,1,47,0,1,1,0,1,8.664692830438893,1,0,27,282,0,1
0,0,0,0,0,167,0,0,1,0,1,9.329999091270384,0,0,83,472,0,0
0,1,0,0,1,148,1,0,0,1,0,15.82883360408785,0,0,34,415,0,0
0,1,0,0,1,124,0,0,1,0,0,24.393889788143806,1,0,38,466,0,0
1,0,0,1,0,1,0,0,1,0,1,2.446072718331187,1,0,61,87,0,1
1,1,1,0,0,87,0,0,1,1,0,18.498722154387135,1,1,87,120,0,0
1,0,1,1,0,128,0,1,1,0,1,24.396566132683105,1,1,53,2,0,0
0,1,0,0,1,67,0,1,1,0,1,5.550600889079588,0,0,65,315,0,0
1,1,1,0,1,4,1,0,0,0,0,1.4356537174364226,1,0,3,459,0,1
1,1,1,0,0,153,0,0,0,0,1,10.068685559102285,1,0,67,226,0,1
0,1,0,0,1,47,0,0,0,0,1,18.056167495158345,0,0,28,78,0,0
0,0,0,0,0,38,0,0,0,1,0,5.0102120287376835,0,0,14,144,1,0
1,0,1,1,0,143,1,0,0,1,0,13.35754875820208,0,0,52,241,0,0
1,0,0,1,1,21,0,0,0,0,0,17.01732342385406,0,0,30,31,0,1
1,0,0,1,1,57,0,0,0,1,0,18.3676097479622,1,0,58,262,0,1
1,1,1,0,0,117,0,0,1,1,0,8.957939909010879,1,0,54,210,0,0
1,1,1,0,1,46,0,1,1,0,0,12.60085944360245,1,0,69,70,0,0
0,0,0,0,0,142,0,1,1,0,1,23.571837642959203,1,0,15,383,1,1
0,1,0,0,1,145,0,0,1,0,0,28.29522612949988,1,0,38,196,1,0
0,1,0,0,1,39,0,0,1,1,0,25.99452960242946,1,0,78,57,1,0
1,1,1,0,0,137,0,0,1,0,0,17.364221550269527,0,1,14,423,1,0
1,1,1,0,1,99,0,1,1,0,1,12.89849128537445,1,0,57,468,0,1
1,1,1,0,0,77,0,0,0,0,0,10.655741816771128,1,0,59,111,0,0
0,1,0,0,1,115,0,0,1,1,0,4.623740416436524,0,0,8,47,1,0
0,0,0,0,0,134,1,0,0,1,0,4.089986169267276,1,0,72,434,0,0
1,0,0,1,0,151,0,0,1,0,0,20.962371122496073,1,0,19,184,1,0
0,0,0,0,0,91,0,1,0,0,1,8.534038068963651,1,0,32,366,1,1
0,0,0,0,0,98,0,0,1,0,0,8.385188906540957,0,0,29,326,1,0
0,0,0,0,0,120,0,1,1,0,1,29.947656579855785,1,0,41,164,0,1
0,1,0,0,1,46,0,0,1,0,1,6.449852778340067,1,0,75,214,1,1
1,0,0,1,0,38,0,1,0,0,0,5.29373302517606,0,0,45,330,0,0
1,1,1,0,1,142,1,0,0,0,1,3.861871605037698,0,0,13,329,0,0
0,1,0,0,1,100,0,0,0,1,0,17.81435500983709,1,1,27,120,0,0
0,1,0,0,1,72,0,0,1,0,0,19.20805095406094,0,0,19,212,1,0
0,0,0,0,0,35,0,1,0,0,1,11.591609861449577,1,0,26,310,1,1
0,1,0,0,1,147,0,1,0,1,0,16.526986729832565,1,0,53,40,0,0
0,0,0,0,0,30,1,0,0,0,0,23.863586397402464,0,0,51,352,0,0
1,1,1,0,1,78,0,1,1,1,0,24.725020881330703,0,0,37,403,0,0
1,0,1,1,0,84,0,0,1,1,0,28.7794501957538,1,0,9,288,1,0
0,1,0,0,1,113,0,1,0,1,0,24.903771591763363,0,0,52,167,0,0
1,1,1,0,0,25,1,0,0,0,1,17.380401664805373,0,0,54,482,0,0
1,1,1,0,0,168,0,0,0,0,0,6.210052009268534,1,1,3,33,0,0
1,1,1,0,0,88,0,1,0,0,0,3.8931431733824295,1,0,69,317,0,0
0,0,0,0,0,14,1,0,0,0,1,2.580844807414917,1,0,8,483,0,1
0,1,0,0,1,154,0,1,1,0,0,20.32924912177613,0,0,14,474,0,0
1,1,1,0,0,102,0,1,1,1,0,24.418551406541802,1,0,3,274,1,0
1,0,0,1,1,150,0,1,0,0,0,15.751834569838291,1,0,24,426,1,1
1,1,1,0,1,176,0,1,0,0,1,2.586711070175558,1,1,13,196,0,0
1,1,1,0,1,83,0,0,1,1,0,16.528646663148805,1,0,43,190,1,0
0,0,0,0,0,110,1,0,0,0,1,28.136728584211962,0,0,29,220,0,0
0,1,0,0,1,179,0,1,0,1,0,18.330782537041355,1,1,72,9,0,0
1,0,0,1,1,131,0,0,1,1,0,24.47339716542163,1,0,51,119,0,1
0,1,0,0,1,170,0,0,1,0,0,24.204426803360768,1,0,42,122,0,0
0,0,0,0,0,19,0,1,0,1,0,28.031743893638932,1,0,31,246,1,1
1,0,1,1,0,28,0,1,1,0,1,23.336634203846327,1,0,63,359,0,1
1,1,1,0,1,173,1,0,0,0,0,22.683314906379596,0,0,26,396,0,0
1,1,1,0,0,71,1,0,0,0,1,7.788977284148577,1,0,18,220,1,1
1,1,1,0,0,63,0,1,1,1,0,2.737829504311362,0,0,82,260,0,0
0,0,0,0,0,73,0,1,0,0,1,16.010384486560426,1,0,57,57,1,1
0,1,0,0,1,124,1,0,0,0,1,4.608592030455901,1,0,7,314,1,1
1,0,0,1,0,119,0,1,0,1,0,28.903680412061746,1,0,48,459,0,0
0,0,0,0,0,121,0,1,0,0,0,9.407818116357829,0,0,80,127,1,0
1,0,1,1,0,19,0,0,1,0,1,25.7353818981445,1,0,60,186,0,1
1,1,1,0,1,175,0,1,1,1,0,12.24111413087132,1,0,33,204,0,0
1,1,1,0,0,142,0,1,0,0,0,10.372633245863945,1,0,3,85,0,0
0,0,0,0,0,120,0,0,0,0,0,28.119598598922014,0,0,4,103,0,0
1,1,1,0,1,166,0,1,1,0,0,11.536354590500496,1,1,4,142,1,0
1,1,1,0,0,61,1,0,0,0,1,12.318349351230957,0,0,42,204,0,0
0,1,0,0,1,164,0,0,1,0,1,4.076661608774366,0,0,9,128,0,0
1,1,1,0,1,168,1,0,0,0,1,20.44295329319277,0,1,51,245,1,0
1,0,0,1,0,30,1,0,0,0,0,9.37634301984789,0,0,17,37,0,0
1,0,0,1,1,9,0,1,1,0,1,17.98252086734571,1,0,17,362,0,1
1,0,0,1,1,64,1,0,0,1,0,18.149199417543073,1,0,20,108,0,1
0,0,0,0,0,161,0,1,0,0,1,21.856791172277244,1,0,14,308,1,1
0,0,0,0,0,120,1,0,0,0,1,22.612003099000795,0,0,22,51,0,0
0,1,0,0,1,52,0,0,1,0,0,15.919120597644643,1,0,52,0,0,0
1,1,1,0,0,89,0,0,1,0,1,10.598766480498687,1,0,27,10,0,1
0,0,0,0,0,142,0,0,0,1,0,25.286075950207284,0,0,43,313,0,0
1,1,1,0,0,53,0,0,1,0,0,9.986103832846057,1,0,3,234,1,0
1,0,0,1,1,78,1,0,0,1,0,15.717763739610612,1,0,88,127,0,1
1,1,1,0,1,41,0,0,1,0,0,12.636324912908114,1,0,8,423,0,0
0,1,0,0,1,68,0,1,1,0,0,25.797273193120954,1,0,86,213,0,0
1,1,1,0,1,8,0,0,1,0,1,13.525637403229036,1,1,89,482,1,1
1,0,0,1,0,2,0,1,0,1,0,12.196876476287045,0,0,10,443,1,0
1,0,1,1,0,105,0,1,1,0,0,21.004887094031485,1,0,29,242,0,0
0,1,0,0,1,125,0,0,0,0,1,18.47079218598184,0,0,40,43,0,0
0,0,0,0,0,110,0,1,0,0,0,4.1101581713795365,1,1,65,5,0,0
0,0,0,0,0,86,1,0,0,0,0,15.736895383974934,1,0,21,155,0,0
1,0,1,1,0,169,1,0,0,0,0,22.32887326166418,1,0,24,414,0,0
0,1,0,0,1,120,1,0,0,0,0,29.77016817314933,1,1,73,7,0,0
0,1,0,0,1,127,0,1,0,0,0,19.245258185139253,1,1,60,4,0,0
1,0,0,1,0,16,0,1,0,0,0,11.738498926798215,0,0,26,361,1,0
1,0,0,1,1,62,0,1,0,0,1,7.558396394261434,1,0,9,181,0,1
1,1,1,0,1,113,0,1,1,0,0,26.312076790446287,1,0,20,111,1,0
1,1,1,0,0,176,0,1,1,1,0,24.62239115129158,1,1,56,491,0,0
1,0,0,1,1,158,1,0,0,0,1,7.783761802602161,1,0,36,272,1,1
1,0,0,1,0,12,0,0,1,1,0,6.81833061425063,0,1,36,421,0,0
0,0,0,0,0,35,1,0,0,0,0,21.73896652752409,0,0,73,264,0,0
1,1,1,0,1,11,0,0,0,1,0,10.133609795644025,1,0,22,457,1,1
1,1,1,0,1,64,0,1,1,0,0,9.885565152496778,1,0,1,211,0,0
1,0,0,1,1,50,0,1,0,0,0,5.416417164962002,0,0,69,77,0,0
1,1,1,0,0,149,0,1,1,0,1,8.655290071585068,1,0,73,269,0,1
1,1,1,0,1,69,0,1,0,0,1,13.397719170186837,1,0,37,153,1,1
0,1,0,0,1,48,0,0,0,0,0,22.25231178090005,0,0,83,220,0,0
0,0,0,0,0,20,0,0,0,0,1,10.752934737998743,1,0,72,368,1,1
0,1,0,0,1,101,0,1,1,1,0,10.529525844915439,1,0,13,445,0,0
1,1,1,0,1,172,0,1,0,0,1,9.262484324020638,1,0,84,346,0,1
0,0,0,0,0,161,0,0,0,0,1,14.870226357820247,1,0,43,24,0,1
1,0,1,1,0,137,1,0,0,1,0,6.2384642402981445,1,0,37,463,0,0
1,0,0,1,0,68,1,0,0,0,1,15.08329128693164,1,0,74,419,0,1
0,0,0,0,0,35,0,1,0,0,0,21.421091129646005,0,1,25,353,0,0
0,0,0,0,0,65,0,1,1,1,0,1.863924616946043,0,0,88,207,0,0
1,0,0,1,1,8,0,0,0,0,0,1.2836020288670942,1,0,21,416,0,1
1,0,0,1,1,45,0,1,1,1,0,3.1785643944807678,1,0,41,2,0,1
0,0,0,0,0,87,1,0,0,0,0,16.53414179011525,0,0,73,214,1,0
0,0,0,0,0,175,0,0,0,0,0,25.7791974123767,1,0,42,394,1,0
1,1,1,0,1,168,0,1,1,0,1,1.1416495145873062,0,1,42,111,1,0
1,0,0,1,0,76,0,0,1,0,0,28.16317783295575,1,1,2,441,0,0
0,0,0,0,0,76,0,1,0,0,1,4.082076835545538,0,0,68,191,1,0
0,0,0,0,0,174,0,1,0,1,0,25.41752231368856,1,0,8,401,0,0
1,1,1,0,1,47,0,0,1,0,0,15.002788184505457,1,0,61,46,0,0
0,0,0,0,0,15,1,0,0,0,0,20.121364231086474,0,0,14,488,1,0
0,0,0,0,0,105,0,0,0,1,0,15.80980654896829,1,0,77,427,1,0
0,0,0,0,0,147,0,1,0,1,0,14.834398530201284,1,0,21,220,0,0
0,1,0,0,1,26,0,0,1,0,0,25.212083422567353,1,0,24,186,0,0
1,1,1,0,1,52,0,0,1,1,0,22.920705007466672,0,1,50,49,0,0
0,1,0,0,1,93,1,0,0,0,1,15.01866485916712,1,0,82,196,0,1
0,0,0,0,0,150,1,0,0,1,0,4.237441952485787,0,0,45,215,1,0
0,0,0,0,0,21,0,1,1,1,0,4.346685820117836,1,0,64,412,0,1
1,0,0,1,1,51,0,1,0,0,0,24.244644360853187,1,1,64,220,1,0
0,1,0,0,1,38,0,1,1,0,1,16.35232801907847,1,0,26,379,0,1
1,1,1,0,0,20,0,0,1,1,0,14.966085066361515,1,0,32,89,1,1
0,0,0,0,0,157,0,0,0,0,1,20.736438399460738,0,0,57,231,1,0
0,1,0,0,1,179,0,0,0,0,1,25.906405919013547,0,0,53,322,0,0
1,0,1,1,0,132,1,0,0,0,1,19.237321187985852,1,0,33,257,0,1
1,0,0,1,1,55,0,0,0,0,0,23.12258916804789,0,0,52,152,1,0
1,0,0,1,1,92,0,0,0,1,0,23.19284519939175,0,0,18,255,0,0
0,0,0,0,0,28,0,0,0,0,0,11.331582014995814,1,0,35,402,0,0
0,0,0,0,0,4,0,0,1,1,0,8.948412673588876,0,1,12,423,0,0
1,0,1,1,0,150,0,0,0,1,0,24.2337579480796,1,0,51,257,0,0
0,1,0,0,1,76,0,0,0,0,0,11.938184961743062,0,0,89,466,1,0
1,1,1,0,1,173,0,0,0,0,1,27.19674418915845,1,0,10,64,0,1
1,1,1,0,0,67,0,1,1,0,1,3.021030205173469,1,0,52,189,1,1
0,0,0,0,0,86,0,0,1,1,0,2.6883078501848496,1,0,34,90,0,0
1,1,1,0,0,162,1,0,0,0,0,27.883120642940842,0,1,67,437,1,0
1,1,1,0,1,91,0,1,1,0,1,19.805192511261613,1,1,39,172,0,0
1,0,0,1,0,105,0,1,0,0,1,12.008381337001637,1,0,8,246,0,1
0,0,0,0,0,1,0,0,1,1,0,22.8967520296693,1,0,29,255,0,1
0,1,0,0,1,72,0,0,1,1,0,20.497477489815598,1,0,22,115,1,0
1,0,0,1,0,87,0,1,0,0,0,16.40483035776829,1,0,84,48,0,0
1,0,0,1,1,166,0,1,0,1,0,3.8673269372168892,0,0,70,226,1,0
1,0,0,1,0,6,0,1,0,0,1,24.553208031489795,1,0,61,488,0,1
0,1,0,0,1,153,1,0,0,0,1,26.114672529738115,1,1,43,68,0,0
0,1,0,0,1,145,0,0,0,0,1,5.992891968026824,1,0,49,421,1,1
1,0,1,1,0,61,0,0,1,0,1,25.664837907334935,0,0,29,387,0,0
0,0,0,0,0,12,0,0,0,0,0,26.457572019480363,1,1,81,400,0,0
0,0,0,0,0,6,0,0,0,0,0,16.933429756366962,1,0,31,125,0,1
0,0,0,0,0,27,0,1,0,1,0,20.029192050457922,0,0,53,436,0,0
0,0,0,0,0,136,1,0,0,1,0,12.084882280420251,0,0,34,212,0,0
0,1,0,0,1,124,0,1,1,1,0,9.171957777768714,0,0,38,52,0,0
0,1,0,0,1,106,1,0,0,0,0,21.9375112615977,1,1,57,111,0,0
1,1,1,0,0,93,0,0,0,0,1,25.99437932145844,0,1,4,158,1,0
0,0,0,0,0,109,1,0,0,1,0,19.968249035716678,1,1,2,239,1,0
1,0,0,1,0,99,0,1,0,0,1,15.836127708749927,1,1,12,149,0,0
1,1,1,0,1,168,0,1,1,1,0,5.608818238480975,1,0,35,138,0,0
0,1,0,0,1,142,0,1,0,1,0,2.5503026655397267,1,1,70,417,0,0
1,1,1,0,1,35,0,1,1,1,0,13.925061917155647,0,1,72,112,1,0
0,1,0,0,1,176,0,0,0,1,0,2.431137347225217,1,0,21,142,0,0
0,0,0,0,0,84,0,1,1,1,0,17.51070432530953,1,0,61,369,0,0
0,0,0,0,0,56,0,1,1,0,1,12.099146548215368,0,0,35,137,1,0
1,1,1,0,1,177,0,1,1,1,0,22.958484470777115,0,0,48,485,0,0
0,0,0,0,0,141,1,0,0,0,1,9.86380640824932,1,0,15,479,1,1
0,1,0,0,1,49,1,0,0,0,0,18.19649832805553,1,1,71,436,0,0
1,1,1,0,0,46,0,0,0,1,0,16.592822130897915,1,1,15,303,0,0
0,1,0,0,1,113,0,1,1,0,1,1.1366603401449935,0,0,6,30,1,0
1,1,1,0,1,136,0,0,1,0,0,3.099292549665,1,0,81,292,0,0
1,0,0,1,1,43,0,0,0,0,0,9.420678162094594,0,1,68,107,1,0
0,0,0,0,0,148,0,1,1,0,0,26.584817349602186,1,0,22,283,0,0
0,1,0,0,1,124,0,1,1,0,1,5.263433692093578,1,0,32,158,1,1
